Unnamed: 0,AP,precision_score,balanced_accuracies,DCG,DCG_AT_5,F1-SCORE,NDCG,NDCG_AT_5,model_variant,slug,category_title,post_slug
117,0.6542946575841312,0.3,0.5,4.224161029154106,0,0.4499999999999999,0.8294475401685019,0.5999999999999999,word2vec-eval-2,prodej-zbrani-po-deseti-letech-stagnuje-nizsi-export-hlasi-rusko-i-cina,Ekonomika,prodej-zbrani-po-deseti-letech-stagnuje-nizsi-export-hlasi-rusko-i-cina
118,0.7262265512265513,0.275,0.5,3.8721476100579313,0,0.3903225806451613,0.802933286960599,0.5499999999999999,tfidf-full-text,prodej-zbrani-po-deseti-letech-stagnuje-nizsi-export-hlasi-rusko-i-cina,Ekonomika,prodej-zbrani-po-deseti-letech-stagnuje-nizsi-export-hlasi-rusko-i-cina
4,0.75415660048013,0.3,0.5,4.224161029154106,0,0.4499999999999999,0.8294475401685019,0.5999999999999999,word2vec-eval-2,tradicni-remeslo-a-rucni-prace-se-ceni-i-dnes-jejich-znacka-slavi-uspech,Finance,tradicni-remeslo-a-rucni-prace-se-ceni-i-dnes-jejich-znacka-slavi-uspech
110,0.8015819964349377,0.275,0.5,3.8721476100579313,0,0.3903225806451613,0.802933286960599,0.5499999999999999,tfidf-full-text,top-5-nejlepsich-beznych-uctu-jednickou-je-moneta-prekvapila-cs,Finance,top-5-nejlepsich-beznych-uctu-jednickou-je-moneta-prekvapila-cs
109,0.92271941594697,0.425,0.5,5.984228124634984,0,0.7810810810810811,0.9430202252031452,0.8499999999999999,word2vec-eval-2,top-5-nejlepsich-beznych-uctu-jednickou-je-moneta-prekvapila-cs,Finance,top-5-nejlepsich-beznych-uctu-jednickou-je-moneta-prekvapila-cs
111,0.9945983379501384,0.475,0.5,6.688254962827335,0,0.9256410256410256,0.981748054418068,0.9499999999999996,word2vec-eval-2,jake-jsou-danove-povinnosti-kdyz-vlastnite-ci-pronajimate-nemovitost,Finance,jake-jsou-danove-povinnosti-kdyz-vlastnite-ci-pronajimate-nemovitost
112,1.0,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,tfidf-full-text,jake-jsou-danove-povinnosti-kdyz-vlastnite-ci-pronajimate-nemovitost,Finance,jake-jsou-danove-povinnosti-kdyz-vlastnite-ci-pronajimate-nemovitost
113,0.9958333333333332,0.375,0.5,5.280201286442633,0,0.6428571428571428,0.9008510138336608,0.7499999999999999,word2vec-eval-2,cesi-zivotni-pojisteni-podcenuji-radeji-zajisti-auto-byt-nebo-elektroniku,Finance,cesi-zivotni-pojisteni-podcenuji-radeji-zajisti-auto-byt-nebo-elektroniku
108,0.6782203442490525,0.275,0.5,3.8721476100579313,0,0.3903225806451613,0.802933286960599,0.5499999999999999,tfidf-full-text,kapesne-pro-deti-komu-patri-penize-na-detskem-uctu-a-jaky-vybrat,Finance,kapesne-pro-deti-komu-patri-penize-na-detskem-uctu-a-jaky-vybrat
107,0.7761166977909432,0.4,0.5,5.632214705538809,0,0.7111111111111111,0.9224068215085136,0.7999999999999999,word2vec-eval-2,kapesne-pro-deti-komu-patri-penize-na-detskem-uctu-a-jaky-vybrat,Finance,kapesne-pro-deti-komu-patri-penize-na-detskem-uctu-a-jaky-vybrat
106,0.9876160990712076,0.425,0.5,5.984228124634984,0,0.7810810810810811,0.9430202252031452,0.8499999999999999,tfidf-full-text,hypoteky-dal-zdrazuji-urokove-sazby-mohou-atakovat-az-4procentni-hranici,Finance,hypoteky-dal-zdrazuji-urokove-sazby-mohou-atakovat-az-4procentni-hranici
105,1.0000000000000002,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,word2vec-eval-2,hypoteky-dal-zdrazuji-urokove-sazby-mohou-atakovat-az-4procentni-hranici,Finance,hypoteky-dal-zdrazuji-urokove-sazby-mohou-atakovat-az-4procentni-hranici
104,0.8142990597048536,0.35,0.5,4.928187867346457,0,0.5764705882352941,0.878253829399075,0.6999999999999998,tfidf-full-text,zdrazil-vam-dodavatel-elektrinu-nebo-plyn-brante-se-moznosti-je-nekolik,Finance,zdrazil-vam-dodavatel-elektrinu-nebo-plyn-brante-se-moznosti-je-nekolik
103,0.6840075341263974,0.35,0.5,4.928187867346457,0,0.5764705882352941,0.878253829399075,0.6999999999999998,word2vec-eval-2,zdrazil-vam-dodavatel-elektrinu-nebo-plyn-brante-se-moznosti-je-nekolik,Finance,zdrazil-vam-dodavatel-elektrinu-nebo-plyn-brante-se-moznosti-je-nekolik
28,0.7346017571883039,0.275,0.5,3.8721476100579313,0,0.3903225806451613,0.802933286960599,0.5499999999999999,tfidf-full-text,komentar-horecka-prasivych-dluhopisu-nekonci-obezretnost-je-namiste,Finance,komentar-horecka-prasivych-dluhopisu-nekonci-obezretnost-je-namiste
27,0.9945983379501384,0.475,0.5,6.688254962827335,0,0.9256410256410256,0.981748054418068,0.9499999999999996,word2vec-eval-2,komentar-horecka-prasivych-dluhopisu-nekonci-obezretnost-je-namiste,Finance,komentar-horecka-prasivych-dluhopisu-nekonci-obezretnost-je-namiste
114,0.7536892444787182,0.3,0.5,4.224161029154106,0,0.4499999999999999,0.8294475401685019,0.5999999999999999,tfidf-full-text,cesi-zivotni-pojisteni-podcenuji-radeji-zajisti-auto-byt-nebo-elektroniku,Finance,cesi-zivotni-pojisteni-podcenuji-radeji-zajisti-auto-byt-nebo-elektroniku
115,0.6056330219488114,0.25,0.5,3.5201341909617554,0,0.3333333333333333,0.7747525516950363,0.4999999999999999,word2vec-eval-2,home-office-dava-vetsi-volnost-zamestnance-vsak-stoji-mesicne-1-400-korun,Finance,home-office-dava-vetsi-volnost-zamestnance-vsak-stoji-mesicne-1-400-korun
116,0.8412044817927171,0.25,0.5,3.5201341909617554,0,0.3333333333333333,0.7747525516950363,0.4999999999999999,tfidf-full-text,home-office-dava-vetsi-volnost-zamestnance-vsak-stoji-mesicne-1-400-korun,Finance,home-office-dava-vetsi-volnost-zamestnance-vsak-stoji-mesicne-1-400-korun
5,0.467156862745098,0.1,0.5,1.4080536763847022,0,0.0666666666666666,0.5496760645786226,0.230203923645561,tfidf-full-text,tradicni-remeslo-a-rucni-prace-se-ceni-i-dnes-jejich-znacka-slavi-uspech,Finance,tradicni-remeslo-a-rucni-prace-se-ceni-i-dnes-jejich-znacka-slavi-uspech
65,1.0000000000000002,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,word2vec-eval-2,pastrnak-hertl-a-kubalik-se-strelecky-prosadili-zadina-asistoval,Sport,pastrnak-hertl-a-kubalik-se-strelecky-prosadili-zadina-asistoval
64,1.0000000000000002,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,tfidf-full-text,comebacky-soky-a-ukoncena-trapeni-zlin-i-liberec-slavi-sparta-zkolabovala,Sport,comebacky-soky-a-ukoncena-trapeni-zlin-i-liberec-slavi-sparta-zkolabovala
63,1.0000000000000002,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,word2vec-eval-2,comebacky-soky-a-ukoncena-trapeni-zlin-i-liberec-slavi-sparta-zkolabovala,Sport,comebacky-soky-a-ukoncena-trapeni-zlin-i-liberec-slavi-sparta-zkolabovala
66,1.0,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,tfidf-full-text,pastrnak-hertl-a-kubalik-se-strelecky-prosadili-zadina-asistoval,Sport,pastrnak-hertl-a-kubalik-se-strelecky-prosadili-zadina-asistoval
61,1.0000000000000002,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,word2vec-eval-2,zacha-rozhodl-o-vyhre-new-jersey-voracek-simon-a-palat-asistovali,Sport,zacha-rozhodl-o-vyhre-new-jersey-voracek-simon-a-palat-asistovali
62,1.0000000000000002,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,tfidf-full-text,zacha-rozhodl-o-vyhre-new-jersey-voracek-simon-a-palat-asistovali,Sport,zacha-rozhodl-o-vyhre-new-jersey-voracek-simon-a-palat-asistovali
49,1.0000000000000002,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,word2vec-eval-2,plzen-po-tesnych-vyhrach-spustila-kanonadu-sparta-se-stestim-slavia-ztratila,Sport,plzen-po-tesnych-vyhrach-spustila-kanonadu-sparta-se-stestim-slavia-ztratila
51,1.0,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,tfidf-full-text,plzen-po-tesnych-vyhrach-spustila-kanonadu-sparta-se-stestim-slavia-ztratila,Sport,plzen-po-tesnych-vyhrach-spustila-kanonadu-sparta-se-stestim-slavia-ztratila
52,1.0000000000000002,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,word2vec-eval-2,sparta-boleslav-10-hoste-zahazovali-tutovky-v-nastaveni-je-trestal-hlozek,Sport,sparta-boleslav-10-hoste-zahazovali-tutovky-v-nastaveni-je-trestal-hlozek
53,1.0000000000000002,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,tfidf-full-text,sparta-boleslav-10-hoste-zahazovali-tutovky-v-nastaveni-je-trestal-hlozek,Sport,sparta-boleslav-10-hoste-zahazovali-tutovky-v-nastaveni-je-trestal-hlozek
50,0.8542037393089115,0.425,0.5,5.984228124634984,0,0.7810810810810811,0.9430202252031452,0.8499999999999999,word2vec-eval-2,plzen-po-tesnych-vyhrach-spustila-kanonadu-sparta-se-stestim-slavia-ztratila,Sport,plzen-po-tesnych-vyhrach-spustila-kanonadu-sparta-se-stestim-slavia-ztratila
58,1.0,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,tfidf-full-text,derby-slavii-vyhral-v-edenu-trebicsky-lidr-litomerice-padly-se-sokolovem,Sport,derby-slavii-vyhral-v-edenu-trebicsky-lidr-litomerice-padly-se-sokolovem
59,1.0000000000000002,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,word2vec-eval-2,hokejovy-utocnik-stransky-zaridil-peti-goly-vyhru-davosu-v-bernu,Sport,hokejovy-utocnik-stransky-zaridil-peti-goly-vyhru-davosu-v-bernu
60,0.907636510758286,0.45,0.5,6.33624154373116,0,0.8526315789473685,0.9627761449532062,0.8999999999999999,tfidf-full-text,hokejovy-utocnik-stransky-zaridil-peti-goly-vyhru-davosu-v-bernu,Sport,hokejovy-utocnik-stransky-zaridil-peti-goly-vyhru-davosu-v-bernu
57,1.0000000000000002,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,word2vec-eval-2,derby-slavii-vyhral-v-edenu-trebicsky-lidr-litomerice-padly-se-sokolovem,Sport,derby-slavii-vyhral-v-edenu-trebicsky-lidr-litomerice-padly-se-sokolovem
91,0.3119047619047619,0.1,0.5,1.4080536763847022,0,0.0666666666666666,0.5496760645786226,0.230203923645561,word2vec-eval-2,pozor-na-pusu-tyto-osemetne-vety-svobodne-zene-nikdy-nerikejte,Vztahy,pozor-na-pusu-tyto-osemetne-vety-svobodne-zene-nikdy-nerikejte
94,0.7824392712550607,0.2,0.5,2.8161073527694045,0,0.2285714285714286,0.7123138050933654,0.3999999999999999,tfidf-full-text,gabriela-koukalova-exmanzel-me-podvadel-a-myslim-ze-utracel-me-penize,Vztahy,gabriela-koukalova-exmanzel-me-podvadel-a-myslim-ze-utracel-me-penize
90,0.5962900636883387,0.35,0.5,4.928187867346457,0,0.5764705882352941,0.878253829399075,0.6999999999999998,tfidf-full-text,nevera-nemusi-vzdy-znamenat-konec-nebojte-se-dat-vztahu-jeste-sanci,Vztahy,nevera-nemusi-vzdy-znamenat-konec-nebojte-se-dat-vztahu-jeste-sanci
89,0.4467171717171717,0.15,0.5,2.112080514577053,0,0.1384615384615384,0.6391206612148322,0.2999999999999999,word2vec-eval-2,nevera-nemusi-vzdy-znamenat-konec-nebojte-se-dat-vztahu-jeste-sanci,Vztahy,nevera-nemusi-vzdy-znamenat-konec-nebojte-se-dat-vztahu-jeste-sanci
88,0.9397465431297108,0.475,0.5,6.688254962827335,0,0.9256410256410256,0.981748054418068,0.9499999999999996,tfidf-full-text,pribeh-marka-zena-chce-dite-ja-karieru,Vztahy,pribeh-marka-zena-chce-dite-ja-karieru
87,0.7670577845500446,0.375,0.5,5.280201286442633,0,0.6428571428571428,0.9008510138336608,0.7499999999999999,word2vec-eval-2,pribeh-marka-zena-chce-dite-ja-karieru,Vztahy,pribeh-marka-zena-chce-dite-ja-karieru
86,0.7669178158729242,0.45,0.5,6.33624154373116,0,0.8526315789473685,0.9627761449532062,0.8999999999999999,tfidf-full-text,detem-kterym-pomahate-moc-mozek-nepracuje-spravne-rika-specialni-pedagozka,Vztahy,detem-kterym-pomahate-moc-mozek-nepracuje-spravne-rika-specialni-pedagozka
85,0.6178135565353611,0.35,0.5,4.928187867346457,0,0.5764705882352941,0.878253829399075,0.6999999999999998,word2vec-eval-2,detem-kterym-pomahate-moc-mozek-nepracuje-spravne-rika-specialni-pedagozka,Vztahy,detem-kterym-pomahate-moc-mozek-nepracuje-spravne-rika-specialni-pedagozka
95,0.2576048951048951,0.1,0.5,1.4080536763847022,0,0.0666666666666666,0.5496760645786226,0.230203923645561,word2vec-eval-2,abych-unikla-stresu-nasla-jsem-si-dumaci-lavicku-rika-sperkarka-prokic,Vztahy,abych-unikla-stresu-nasla-jsem-si-dumaci-lavicku-rika-sperkarka-prokic
99,0.3515873015873015,0.1,0.5,1.4080536763847022,0,0.0666666666666666,0.5496760645786226,0.230203923645561,word2vec-eval-2,macaulay-culkin-se-stal-poprve-otcem-syna-pojmenoval-po-zesnule-sestre,Vztahy,macaulay-culkin-se-stal-poprve-otcem-syna-pojmenoval-po-zesnule-sestre
97,0.79055170491703,0.375,0.5,5.280201286442633,0,0.6428571428571428,0.9008510138336608,0.7499999999999999,word2vec-eval-2,matej-stropnicky-zil-s-sestinasobnou-matkou-jeho-partner-hlidal-jeji-deti,Vztahy,matej-stropnicky-zil-s-sestinasobnou-matkou-jeho-partner-hlidal-jeji-deti
98,0.7577591212206597,0.325,0.5,4.576174448250282,0,0.5121212121212122,0.8544988266302626,0.6499999999999999,tfidf-full-text,matej-stropnicky-zil-s-sestinasobnou-matkou-jeho-partner-hlidal-jeji-deti,Vztahy,matej-stropnicky-zil-s-sestinasobnou-matkou-jeho-partner-hlidal-jeji-deti
30,0.8523418710918712,0.3,0.5,4.224161029154106,0,0.4499999999999999,0.8294475401685019,0.5999999999999999,word2vec-eval-2,hral-na-me-kina-jak-je-hodnej-popsala-kriminalnika-vymenena-manzelka,Vztahy,hral-na-me-kina-jak-je-hodnej-popsala-kriminalnika-vymenena-manzelka
100,0.3158730158730158,0.075,0.5,1.0560402572885266,0,0.0391304347826086,0.4955772265691038,0.207547370855685,tfidf-full-text,macaulay-culkin-se-stal-poprve-otcem-syna-pojmenoval-po-zesnule-sestre,Vztahy,macaulay-culkin-se-stal-poprve-otcem-syna-pojmenoval-po-zesnule-sestre
101,0.7470760233918128,0.25,0.5,3.5201341909617554,0,0.3333333333333333,0.7747525516950363,0.4999999999999999,word2vec-eval-2,proc-obezni-prohravaji-s-covidem-proplouvaji-systemem-byvaji-podvysetreni,Vztahy,proc-obezni-prohravaji-s-covidem-proplouvaji-systemem-byvaji-podvysetreni
102,0.4765512265512265,0.15,0.5,2.112080514577053,0,0.1384615384615384,0.6391206612148322,0.2999999999999999,tfidf-full-text,proc-obezni-prohravaji-s-covidem-proplouvaji-systemem-byvaji-podvysetreni,Vztahy,proc-obezni-prohravaji-s-covidem-proplouvaji-systemem-byvaji-podvysetreni
31,0.944955839653982,0.375,0.5,5.280201286442633,0,0.6428571428571428,0.9008510138336608,0.7499999999999999,tfidf-full-text,hral-na-me-kina-jak-je-hodnej-popsala-kriminalnika-vymenena-manzelka,Vztahy,hral-na-me-kina-jak-je-hodnej-popsala-kriminalnika-vymenena-manzelka
92,0.4708133971291866,0.15,0.5,2.112080514577053,0,0.1384615384615384,0.6391206612148322,0.2999999999999999,tfidf-full-text,pozor-na-pusu-tyto-osemetne-vety-svobodne-zene-nikdy-nerikejte,Vztahy,pozor-na-pusu-tyto-osemetne-vety-svobodne-zene-nikdy-nerikejte
96,0.3526315789473684,0.075,0.5,1.0560402572885266,0,0.0391304347826086,0.4955772265691038,0.207547370855685,tfidf-full-text,abych-unikla-stresu-nasla-jsem-si-dumaci-lavicku-rika-sperkarka-prokic,Vztahy,abych-unikla-stresu-nasla-jsem-si-dumaci-lavicku-rika-sperkarka-prokic
93,0.6353919558253922,0.275,0.5,3.8721476100579313,0,0.3903225806451613,0.802933286960599,0.5499999999999999,word2vec-eval-2,gabriela-koukalova-exmanzel-me-podvadel-a-myslim-ze-utracel-me-penize,Vztahy,gabriela-koukalova-exmanzel-me-podvadel-a-myslim-ze-utracel-me-penize
119,1.0000000000000002,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,tfidf-full-text,salah-pomohl-hattrickem-ztrapnit-united-soucek-byl-u-vyhry-nad-tottenhamem,Zahraničí,salah-pomohl-hattrickem-ztrapnit-united-soucek-byl-u-vyhry-nad-tottenhamem
12,1.0000000000000002,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,word2vec-eval-2,el-clasico-na-hristi-barcelony-ovladl-real-v-cele-zustava-san-sebastian,Zahraničí,el-clasico-na-hristi-barcelony-ovladl-real-v-cele-zustava-san-sebastian
13,1.0,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,tfidf-full-text,el-clasico-na-hristi-barcelony-ovladl-real-v-cele-zustava-san-sebastian,Zahraničí,el-clasico-na-hristi-barcelony-ovladl-real-v-cele-zustava-san-sebastian
54,1.0000000000000002,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,word2vec-eval-2,lyon-prohospodaril-dvoubrankovy-naskok-a-prohral-pariz-st-germain-ma-bod,Zahraničí,lyon-prohospodaril-dvoubrankovy-naskok-a-prohral-pariz-st-germain-ma-bod
55,1.0000000000000002,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,word2vec-eval-2,lyon-prohospodaril-dvoubrankovy-naskok-a-prohral-pariz-st-germain-ma-bod,Zahraničí,lyon-prohospodaril-dvoubrankovy-naskok-a-prohral-pariz-st-germain-ma-bod
56,1.0,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,tfidf-full-text,lyon-prohospodaril-dvoubrankovy-naskok-a-prohral-pariz-st-germain-ma-bod,Zahraničí,lyon-prohospodaril-dvoubrankovy-naskok-a-prohral-pariz-st-germain-ma-bod
83,0.6111111111111112,0.05,0.5,0.7040268381923511,0,0.0181818181818181,0.4316720794691817,0.1807839431724616,word2vec-eval-2,co-vite-o-rakovine-soutezte-v-kvizu-a-vyhrajte-knihu,Zdraví,co-vite-o-rakovine-soutezte-v-kvizu-a-vyhrajte-knihu
9,0.5792610983787454,0.275,0.5,3.8721476100579313,0,0.3903225806451613,0.802933286960599,0.5499999999999999,word2vec-eval-2,zbavte-se-domacich-alergenu-sest-praktickych-rad-jak-na-to,Zdraví,zbavte-se-domacich-alergenu-sest-praktickych-rad-jak-na-to
10,0.7489540955917754,0.425,0.5,5.984228124634984,0,0.7810810810810811,0.9430202252031452,0.8499999999999999,tfidf-full-text,zbavte-se-domacich-alergenu-sest-praktickych-rad-jak-na-to,Zdraví,zbavte-se-domacich-alergenu-sest-praktickych-rad-jak-na-to
67,1.0000000000000002,1.0,1.0,7.040268381923511,0,1.0,1.0,1.0,word2vec-eval-2,chripkova-sezona-muze-letos-nemile-prekvapit-jak-se-na-ni-pripravit,Zdraví,chripkova-sezona-muze-letos-nemile-prekvapit-jak-se-na-ni-pripravit
68,0.6886341781511148,0.425,0.5,5.984228124634984,0,0.7810810810810811,0.9430202252031452,0.8499999999999999,tfidf-full-text,chripkova-sezona-muze-letos-nemile-prekvapit-jak-se-na-ni-pripravit,Zdraví,chripkova-sezona-muze-letos-nemile-prekvapit-jak-se-na-ni-pripravit
69,1.0,0.025,0.5,0.3520134190961755,0,0.0047619047619047,0.3520134190961755,0.1474229559439696,word2vec-eval-2,za-znalosti-v-kvizu-vyhrali-masazni-kurz-i-kloubni-vyzivu-zkuste-ho-take,Zdraví,za-znalosti-v-kvizu-vyhrali-masazni-kurz-i-kloubni-vyzivu-zkuste-ho-take
84,0.8883463873014958,0.45,0.5,6.33624154373116,0,0.8526315789473685,0.9627761449532062,0.8999999999999999,tfidf-full-text,co-vite-o-rakovine-soutezte-v-kvizu-a-vyhrajte-knihu,Zdraví,co-vite-o-rakovine-soutezte-v-kvizu-a-vyhrajte-knihu
70,0.8237088891500657,0.425,0.5,5.984228124634984,0,0.7810810810810811,0.9430202252031452,0.8499999999999999,tfidf-full-text,za-znalosti-v-kvizu-vyhrali-masazni-kurz-i-kloubni-vyzivu-zkuste-ho-take,Zdraví,za-znalosti-v-kvizu-vyhrali-masazni-kurz-i-kloubni-vyzivu-zkuste-ho-take
72,0.6727720454210392,0.4,0.5,5.632214705538809,0,0.7111111111111111,0.9224068215085136,0.7999999999999999,tfidf-full-text,osm-mytu-o-oparech-pomuze-zubni-pasta-chlad-a-imunita,Zdraví,osm-mytu-o-oparech-pomuze-zubni-pasta-chlad-a-imunita
73,0.5783113245298119,0.175,0.5,2.4640939336732286,0,0.1814814814814814,0.677321104444447,0.3499999999999999,word2vec-eval-2,nahubky-ktere-chrani-jak-je-vybrat-a-jak-o-ne-pecovat,Zdraví,nahubky-ktere-chrani-jak-je-vybrat-a-jak-o-ne-pecovat
74,0.7174665612165613,0.4,0.5,5.632214705538809,0,0.7111111111111111,0.9224068215085136,0.7999999999999999,tfidf-full-text,nahubky-ktere-chrani-jak-je-vybrat-a-jak-o-ne-pecovat,Zdraví,nahubky-ktere-chrani-jak-je-vybrat-a-jak-o-ne-pecovat
75,0.8035631960631959,0.375,0.5,5.280201286442633,0,0.6428571428571428,0.9008510138336608,0.7499999999999999,word2vec-eval-2,deset-tipu-pro-zdravi-oci-vetrejte-cvicte-a-ctete-s-prestavkami,Zdraví,deset-tipu-pro-zdravi-oci-vetrejte-cvicte-a-ctete-s-prestavkami
76,0.7327518252099384,0.425,0.5,5.984228124634984,0,0.7810810810810811,0.9430202252031452,0.8499999999999999,tfidf-full-text,deset-tipu-pro-zdravi-oci-vetrejte-cvicte-a-ctete-s-prestavkami,Zdraví,deset-tipu-pro-zdravi-oci-vetrejte-cvicte-a-ctete-s-prestavkami
77,0.5529248529248529,0.175,0.5,2.4640939336732286,0,0.1814814814814814,0.677321104444447,0.3499999999999999,word2vec-eval-2,rec-krevnich-skupin-co-o-nas-vypovidaji-a-ovlivnuji-prubeh-nemoci-covid-19,Zdraví,rec-krevnich-skupin-co-o-nas-vypovidaji-a-ovlivnuji-prubeh-nemoci-covid-19
78,0.775,0.2,0.5,2.8161073527694045,0,0.2285714285714286,0.7123138050933654,0.3999999999999999,tfidf-full-text,rec-krevnich-skupin-co-o-nas-vypovidaji-a-ovlivnuji-prubeh-nemoci-covid-19,Zdraví,rec-krevnich-skupin-co-o-nas-vypovidaji-a-ovlivnuji-prubeh-nemoci-covid-19
80,0.6408509436469962,0.4,0.5,5.632214705538809,0,0.7111111111111111,0.9224068215085136,0.7999999999999999,tfidf-full-text,drive-schovavala-a-ujidala-cokoladu-dnes-ma-martina-zelenou-lednici,Zdraví,drive-schovavala-a-ujidala-cokoladu-dnes-ma-martina-zelenou-lednici
81,0.9207214536207434,0.425,0.5,5.984228124634984,0,0.7810810810810811,0.9430202252031452,0.8499999999999999,word2vec-eval-2,nemoc-leci-vztahy-v-rodinach-rika-lekar-umirajicich,Zdraví,nemoc-leci-vztahy-v-rodinach-rika-lekar-umirajicich
82,0.8317326306877391,0.45,0.5,6.33624154373116,0,0.8526315789473685,0.9627761449532062,0.8999999999999999,tfidf-full-text,nemoc-leci-vztahy-v-rodinach-rika-lekar-umirajicich,Zdraví,nemoc-leci-vztahy-v-rodinach-rika-lekar-umirajicich
71,0.647405738611234,0.2,0.5,2.8161073527694045,0,0.2285714285714286,0.7123138050933654,0.3999999999999999,word2vec-eval-2,osm-mytu-o-oparech-pomuze-zubni-pasta-chlad-a-imunita,Zdraví,osm-mytu-o-oparech-pomuze-zubni-pasta-chlad-a-imunita
79,0.5024991246498599,0.2,0.5,2.8161073527694045,0,0.2285714285714286,0.7123138050933654,0.3999999999999999,word2vec-eval-2,drive-schovavala-a-ujidala-cokoladu-dnes-ma-martina-zelenou-lednici,Zdraví,drive-schovavala-a-ujidala-cokoladu-dnes-ma-martina-zelenou-lednici
